Name;Name2;Producto;Teléfono;Ciudad;Correo Electrónico;Info;Sitio Web;Ubicación
ALCALDIA MUNICIPAL DE YACOPI - CUNDINAMARCA;ALCALDIA MUNICIPAL DE YACOPI - CUNDINAMARCA;ARTESANIAS EN GUADUA, Y MATERIALES BIODEGRADABLES, DULCES ARTESANALES, QUESOS, DULCES DE CACAO, PANELON, PANELA PULVERIZADA, PANELA EN PASTILLAS, VIDEOS AGROTURISTICOS Y PAISAJISTAS, FRUTAS Y FRUTOS, PLATANO, PLANTAS DE CAÑA - CACAO - CAFÉ, NACUMAS, CAFÉ MOLIDO, CACAO MOLIDO Y EN PASTILLAS - PRODUCTOS A BASE DE CACAO, MUESTRAS CARBON MINERAL, FLORES EXOTICAS - ELICONIAS, HUEVOS DE CODORNIS, HUEVOS CAMPESINOS EN EMPAQUE ARTESANAL;312-4433023;YACOPI;mauricioaortizsster@gmail.com;ALCALDIA MUNICIPAL DE YACOPI - CUNDINAMARCA;http://www.yacopi-cundinamarca.gov.co/;Pabellón: 06, Nivel: 02, Stand: 320
MUNICIPIO DE ZIPAQUIRA;MUNICIPIO DE ZIPAQUIRA;MUESTRA INSTITUCIONAL CORPORATIVA  DEL MUNICIPIO DE ZIPAQUIRA CON SUS RESPECTIVAS CADENAS PRODUCTIVAS Y MUESTRA INSTITUCIONAL DEL ECOTURISMO Y AGROTURISMO;571-8522437;ZIPAQUIRA;s.rural@zipaquira.gov.co;MUNICIPIO DE ZIPAQUIRA;http://www.zipaquiratravel.co;Pabellón: 06, Nivel: 02, Stand: 210
XIE- DESHIDRATADOS;XIE- DESHIDRATADOS;FRUTAS DESHIDRATADA PIÑA, MANGO, BANANO, UCHUVA;313-8028396;BOGOTA D.C.;luzmmuno1@hotmail.com;XIE- DESHIDRATADOS;http://;Pabellón: 06, Nivel: 01, Stand: 205
NATURAL VETERINARY SAS;NATURAL VETERINARY SAS;SUPLEMENTOS ALIMENTICIOS PARA ANIMALES ;571-6234000;BOGOTA D.C.;naturalvetsas@gmail.com;NATURAL VETERINARY SAS;http://;Pabellón: 08, Nivel: 01, Stand: 309
NITROFERT;NITROFERT;PRESENTAREMOS EL PORTAFOLIO DE PRODUCTOS DE LA COMPAÑIA  NITROFERT, MEZCLAS, FISICAS, COMPLEJOS GRANULADOS Y SIMPLES;310-2008876;VILLAVICENCIO;abastidas@nitrofert.com.co;NITROFERT;http://www.nitrofert.com.co;Pabellón: 11-16, Nivel: 01, Stand: 108
NOVALFARM LTDA;NOVALFARM LTDA;"MÁQUINAS Y SISTEMAS DE ORDEÑOS, REPUESTOS DE LAS MARCAS EUROLATTE Y DELGADO ; EQUIPOS PARA DIAGNÓSTICO POR ULTRASONIDO Y DETECCIÓN ELECTRÓNICA DE MASTITIS MARCA DRAMINSKY. PRODUCTOS FARMACÉUTICOS DE MARCA PHARMEK- NOVALFARM- BIOESTERIL.";571-4144531;BOGOTA D.C.;mauriciorodriguez@noavalfarm.com.co;NOVALFARM LTDA;http://www.novalfarm.com.co;Pabellón: 11-16, Nivel: 01, Stand: 205
NOVALFARM LTDA;;"MÁQUINAS Y SISTEMAS DE ORDEÑOS, REPUESTOS DE LAS MARCAS EUROLATTE Y DELGADO ; EQUIPOS PARA DIAGNÓSTICO POR ULTRASONIDO Y DETECCIÓN ELECTRÓNICA DE MASTITIS MARCA DRAMINSKY. PRODUCTOS FARMACÉUTICOS DE MARCA PHARMEK- NOVALFARM- BIOESTERIL.";571-4144531;BOGOTA D.C.;mauriciorodriguez@noavalfarm.com.co;NOVALFARM LTDAEmpresa farmacéutica colombiana dedicada al desarrollo, fabricación y distribución de fármacos veterinarios, productos de limpieza y desinfección para el sector pecuario, alimentario y hospitalario.			;http://www.novalfarm.com.co;Pabellón: 03, Nivel: 02, Stand: 145
OCEAN LIFE GROUP;OCEAN LIFE GROUP;PLANES TURISTICOS A NIVEL NACIONAL E INTERNACIONAL;311-8205149;BOGOTA D.C.;lindapaolamoli@hotmail.com;OCEAN LIFE GROUP;http://www.oceanlifegroup.com;Pabellón: PRO, Nivel: 01, Stand: 2
MagnaGen;MagnaGen;Servicios de asistencia tecnológica reproductiva e investigación en animales.;;BOGOTA D.C.;lilianaa@orbimundo.com.co;MagnaGen;http://;Pabellón: 03, Nivel: 02, Stand: 151
CAMBEL MARROQUINERIA;CAMBEL MARROQUINERIA;FABRICACION DE PRODUCTOS DE CUERO TALES COMO BOLSOS, BILLETERAS, LLAVEROS, MONEDEROS Y CALZADO ;0;BOGOTA D.C.;cambelmarroquineria@gmail.com;CAMBEL MARROQUINERIA;http://;Pabellón: 08, Nivel: 01, Stand: 104
MASCOHUELLITAS PET SHOP;;Accesorios, ropa, collares para perros y gatos. Chalecos, busos, gorras, pecheras, lazos, cuelleros;313-8380404;BOGOTA D.C.;paolaordunat@gmail.com;MASCOHUELLITAS PET SHOP;http://;Pabellón: 06, Nivel: 01, Stand: 203
ORF S.A;ORF S.A;CAFE TIERRA HERMOSA, ARROZ CON LECHE ROA, ARROZ ROA DIEZ, MEZCLAS DE ARROZ CON SABOR ROA, ARROZ ROA INTEGRAL , ARROZ ROA FORTIPLUS, APANAROA;601-6449420;BOGOTA D.C.;dbarrera@orf.com.co;ORF S.A;http://www.orf.com.co;Pabellón: 06, Nivel: 01, Stand: 506
ORF S.A;ORF S.A;CAFE TIERRA HERMOSA, ARROZ CON LECHE ROA, ARROZ ROA DIEZ, MEZCLAS DE ARROZ CON SABOR ROA, ARROZ ROA INTEGRAL , ARROZ ROA FORTIPLUS, APANAROA;601-6449420;BOGOTA D.C.;dbarrera@orf.com.co;ORF S.A;http://www.orf.com.co;Pabellón: 06, Nivel: 01, Stand: 510
ORIENTAL AMANDARI LTDA.;ORIENTAL AMANDARI LTDA.;MUEBLES ARTESANIA, OBJETOS DECORATIVOS , CUADROS, FIGURAS, ESPEJOS, LAMPARAS;601-6266160;BOGOTA D.C.;orientalamandari@hotmail.com;ORIENTAL AMANDARI LTDA.;http://www.orientalamandari.com;Pabellón: 08, Nivel: 01, Stand: 105
Manso´s;Manso´s;Talabartería y guarnicioneria en cuero.;0;BOGOTA D.C.;lucila_ospina@hotmail.com;Manso´s;http://;Pabellón: 08, Nivel: 01, Stand: 328
OUROFINO;OUROFINO;"PRODUCTOS VETERINARIOS PARA PRODUCCIÓN ANIMAL. (DESPARASITANTES; VITAMINAS; HORMONALE, ANTIBIÓTICOS";574-3661429;MEDELLIN;adm.colombia@ourofino.com;OUROFINO;http://www.ourofinosaudeanimal.com;Pabellón: 03, Nivel: 02, Stand: 11
HEIDY MARROQUÍNERIA;HEIDY MARROQUÍNERIA;BOLSOS, CORREAS, BILLETERAS, SOMBREROS, PONCHOS.;571-2787534;BOGOTA D.C.;heidymarroquineria@gmail.com;HEIDY MARROQUÍNERIA;http://;Pabellón: 08, Nivel: 01, Stand: 310
PARDO ATELIER;PARDO ATELIER;MARROQUINERÍA EN CUERO / CARTERAS PARA MUJER;571-2391208;BOGOTA D.C.;jeimygpardo@gmail.com;PARDO ATELIER;http://www.pardoatelier.com;Pabellón: 08, Nivel: 01, Stand: 336
GLOBAL MARKETING;GLOBAL MARKETING;FILTROS PURIFICADORES DE AGUA, MANGUERA FLEXIBLE, TALADROS, PULIDORAS, PURIFICADORES DE LLAVE,VAPORETTO, PAINT ZOOM, PAIN ROLLER, LINTERNAS, TASSER ELECTRICO, TABANO;601-8186730;BOGOTA D.C.;globalmarketingredes@gmail.com;GLOBAL MARKETING;http://;Pabellón: 03, Nivel: 01, Stand: 235
TIENDA FERIA EQUINA;TIENDA FERIA EQUINA;QUEREMOS EXPONER SOMBREROS ,MOCHILAS , PONCHOS , RUANAS , MONTURAS YARTICULOS  EQUINOS ELABORADOS POR ARTESANOS NACIONALES , 100% COLOMBIANOS ;311-2573747;SABANETA;willian0415@icloud.com;TIENDA FERIA EQUINA;http://;Pabellón: 08, Nivel: 01, Stand: 205
PERSARROZ S.A.S;PERSARROZ S.A.S;Maquinaria para el procesamiento de arroz, Maquinaria para la producción de concentrado, Esterilización de residuos peligrosos hospitalarios;;BOGOTA D.C.;persarroz@gmail.com;PERSARROZ S.A.S;http://;Pabellón: 03, Nivel: 01, Stand: 211
PESAMOS DE COLOMBIA SAS;PESAMOS DE COLOMBIA SAS;BÁSCULA GANADERA, BRETE BÁSCULA GANADERO, BASCULA PORCINA, BARRAS GANADERAS;574-2862027;MEDELLIN;pesamosdecolombia@une.net.co;PESAMOS DE COLOMBIA SAS;http://www.pesamos.com.co;Pabellón: 03, Nivel: 01, Stand: 117
PHARVET S.A.S;;PRODUCTORES DE LABORATORIO PHARVET SAS DE LAS LINEAS:ACUICULTURA, AVILCUTURA, EQUINOS, GANADERIA, PORCICULTURA, PETS, MASCOTAS;571-4851315;BOGOTA D.C.;marketing@pharvet.com;PHARVET S.A.S;http://www.pharvet.com.co;Pabellón: 03, Nivel: 02, Stand: 402
PHARVET S.A.S;PHARVET S.A.S;PRODUCTORES DE LABORATORIO PHARVET SAS DE LAS LINEAS:ACUICULTURA, AVILCUTURA, EQUINOS, GANADERIA, PORCICULTURA, PETS, MASCOTAS;571-4851315;BOGOTA D.C.;marketing@pharvet.com;PHARVET S.A.S;http://www.pharvet.com.co;Pabellón: 11-16, Nivel: 01, Stand: 123
PHARVET S.A.S;PHARVET S.A.S;PRODUCTORES DE LABORATORIO PHARVET SAS DE LAS LINEAS:ACUICULTURA, AVILCUTURA, EQUINOS, GANADERIA, PORCICULTURA, PETS, MASCOTAS;571-4851315;BOGOTA D.C.;marketing@pharvet.com;PHARVET S.A.S;http://www.pharvet.com.co;Pabellón: 11-16, Nivel: 01, Stand: 106
NORMANDO CUEROS;NORMANDO CUEROS;ARTICULOS DE MARROQUINERIA 100% EN CUERO Y ACCESORIOS EN CUERO;571-7326949;BOGOTA D.C.;leopineritos_65@hotmail.com;NORMANDO CUEROS;http://;Pabellón: 08, Nivel: 01, Stand: 327
LASTIKA ASOCIADOS;;BANDEJAS DE GERMINACION Y PROPAGACION DE CULTIVOS: MINI INVERNADEROS, BANDEJAS, FORRAJERAS PARA CULTIVOS  HIDROPONICOS, JARDINES PORTATILES, MATERAS AIREADORAS, MINI HUERTA TRIO, HUERTA VERTIKAL Y ESTACAS MONITOREO ;571-4514647;BOGOTA D.C.;benjamintejada@plastika.com.co;LASTIKA ASOCIADOSPLÁSTIKA ASOCIADOS LTDA: Somos una empresa 100 % colombiana, fabricante de bandejas y accesorios plásticos para germinación, propagación, enraizamiento y monitoreo de cultivos de flores, hortalizas, frutales, ornamentales, etc. Ofrecemos una amplia gama de referencias que satisfacen diversas necesidades durante los procesos de siembra y propagación, desde una huerta casera, hasta grandes cultivos industriales, a precios favorables. También estamos en capacidad de desarrollar diseños especiales de acuerdo a  requerimientos específicos. Nuestros productos son elaborados con materiales no tóxicos y totalmente reciclables, lo que ayuda a cuidar el medio ambiente. Realizamos despachos ágiles a nivel local, nacional e internacional. ;http://www.plastika.com.co;Pabellón: 03, Nivel: 01, Stand: 444
PORSCHE COLOMBIA SAS;;CAMIONES Y VEHICULOS COMERCIALES ;571-4112128;BOGOTA D.C.;yohanna.roa@porsche-colombia.co;PORSCHE COLOMBIA SASVolkswagen Camiones y Buses, sigue creciendo en Colombia, 5.000 un rodando en el país con vehículos entre las 9 y 31 toneladas, amplía red de concesionarios y talleres e importantes logros como la entrega de 167 buses a Transmilenio.			;http://www.vwcamionesybuses.co/;Pabellón: AL04, Nivel: 01, Stand: 4
POTENZ COLOMBIA;POTENZ COLOMBIA;FERTILIZANTES Y COADYUDANTES;310-5698188;BOGOTA D.C.;administracion@sanmartinlacteos.com;POTENZ COLOMBIA;http://www.potenzquimica.com.gt;Pabellón: 06, Nivel: 01, Stand: 117
GALERIA POTOSI;GALERIA POTOSI;;315-8114759;CALI;jackyab07@hotmail.com;GALERIA POTOSI;http://;Pabellón: 08, Nivel: 01, Stand: 119
PPC S.A.;PPC S.A.;VENTA DE ALIMENTOS: PICADAS, HAMBURGUESAS Y POLLO;571-3350600;BOGOTA D.C.;rauljordan@ppc.com.co;PPC S.A.;http://www.ppc.com.co;Pabellón: ALB, Nivel: 01, Stand: 76
PROALCO BEKAERT;PROALCO BEKAERT;;571-7198899;BOGOTA D.C.;javier.hernandez@bekaert.com;PROALCO BEKAERT;http://www.proalco.bekaert.com;Pabellón: 03, Nivel: 01, Stand: 545
"PROPLANTAS SA ; HORTIFRUT SA";"PROPLANTAS SA ; HORTIFRUT SA";PLANTAS DE FRESA Y ARANDANO, LINEAS DE GOTEO, EMPAQUES, MALLAS PLASTICAS, CUBRESUELOS IMPORTADAS;571-8966496;COTA;lca@propantas.com;"PROPLANTAS SA ; HORTIFRUT SA";http://www.proplantas.com;Pabellón: 06, Nivel: 01, Stand: 502
AUNAP AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA;;La Autoridad Nacional de Acuicultura y Pesca - AUNAP en cumplimiento de su misión de ejecutar la política pesquera y de la acuicultura en el territorio nacional, con fines de investigación, ordenamiento, administración, control y vigilancia de los recursos pesqueros, y de impulso de la acuicultura propendiendo por el desarrollo productivo y progreso social, tiene a disposición de los pescadores y acuicultores colombianos el programa de fomento a través del cual se desarrollan diferentes iniciativas que permiten entregar las herramientas para el desarrollo productivo de la actividad, así mismo, de manera participativa adelanta estrategias de ordenación pesquera que permiten la administración sostenible de los recursos pesqueros. De otro lado, desde su DIRECCION TECNICA DE ADMINISTRACION Y FOMENTO, especialmente a traves del SEPEC genera toda la información que permite la toma decisiones articulada con diferentes organismos académicos y con liderazgo técnico, permitiendo incorporar nuevas tecnológicas y proyectos que fortalezcan la cadena productiva desde la innovación y el emprendimiento. En esa medida tendra como oferta: Programa Agrocultura por contrato Estrategia de promocion al consumo de pescado GraciasMipEZ Aunap Kids Sepec;317-3662872;BOGOTA D.C.;leidy.hidalgo@aunap.gov.co;AUNAP AUTORIDAD NACIONAL DE ACUICULTURA Y PESCAEjecutamos la política pesquera y de la acuicultura en el territorio colombiano con fines de investigación, ordenamiento, administración, control y vigilancia de los recursos pesqueros, y de impulso de la acuicultura propendiendo por el desarrollo productivo y progreso social;http://;Pabellón: 03, Nivel: 01, Stand: 421A
PURIFIL;PURIFIL;SISTEMAS DE TRATAMIENTO DE AGUA Y PURIFICADORES DE AGUA;601-6164645;BOGOTA D.C.;hectorelimoreno@hotmail.com;PURIFIL;http://www.purifil.com.co;Pabellón: 03, Nivel: 01, Stand: 125
RAINFOREST NUTRITION S.A.S.;;ACEITE ORGANICO VEGETAL SACHA INCHI;310-4949579;BOGOTA D.C.;ventas@rainforest.com.co;RAINFOREST NUTRITION S.A.S.Aceite Sacha Inchi 100% ORGÁNICO, 100% Semilla Sacha Inchi, prensado en frio, con alto contenido de Omega 3, 6, 9, vitamina A, E, D y antioxidantes. Certificado por el ICA en buenas practicas agrícolas. Certificado por ECOCER en las normas EOS y NOP como producción 100% orgánica.;https://rainforest.com.co/;Pabellón: 06, Nivel: 02, Stand: 336
MIA;MIA;"PRODUCTOS EXTRAIDOS Y DERIVADOS DE LAS COLMENAS; MIEL DE ABEJAS, CERA DE ABEJAS, VELAS DE CERA DE ABEJAS, EMPAQUES SOSTENIBLES PARA EMBOLVER ALIMENTOS A BASE DE CERA DE ABEJAS, POLEN, GHEE (MANTEQUILLA CLARIFICADA) TAZAS EN CERAMICA.";;BOGOTA D.C.;alherata@hotmail.com;MIA;http://;Pabellón: 06, Nivel: 01, Stand: 222
REAL WOOD;REAL WOOD;GANADO PURO;574-3222317;MEDELLIN;gerenciaagro@agris.com.co;REAL WOOD;http://www.realwood.co;Pabellón: 11-16, Nivel: 01, Stand: 1020
MINERVA FOODS - ATHENA FOODS;;;575-7568888;CIENAGA DE ORO;carolina.montoya@athfoods.com;MINERVA FOODS - ATHENA FOODSMinerva Foods prima por la relación ética y transparente con los ganaderos, proveyendo nuestra principal materia prima. Buscamos siempre la proximidad con nuestros proveedores, compartiendo conocimientos técnicos y prácticos, y colocando a disposición herramientas que puedan contribuir al desarrollo de la ganadería. Aquí, el papel de proveedor/comprador da cada vez más espacio a las asociaciones, que buscan agregar calidad a lo largo de la cadena y benefician a todo el sistema.;http://www.athfoods.com;Pabellón: 03, Nivel: 01, Stand: 313
RAB GLOBAL SAS;RAB GLOBAL SAS;EQUIPOS VETERINARIOS, CONSUMIBLES, DILUYENTES, MEDICAMENTOS, HORMONALES Y TERAPEUTICOS PARA USO EN REPRODUCCION Y MEDICINA INTERNA PARA GRANDES Y PEQUEÑOS ANIMALES;571-8045475;BOGOTA D.C.;ceo@rab.global;RAB GLOBAL SAS;http://www.rab-global.com;Pabellón: 03, Nivel: 02, Stand: 409
RESORT TRAVEL CLUB;RESORT TRAVEL CLUB;SERVICIOS TURISTICOS;601-7454801;BOGOTA D.C.;gerencia@resorttravelclub.com.co;RESORT TRAVEL CLUB;http://www.resorttravelclub.com.co;Pabellón: 06, Nivel: 01, Stand: 240
RESORT TRAVEL CLUB;RESORT TRAVEL CLUB;servicios turísticos;601-7454801;BOGOTA D.C.;gerencia@resorttravelclub.com.co;RESORT TRAVEL CLUB;http://www.resorttravelclub.com.co;Pabellón: 11-16, Nivel: 01, Stand: 207
AGROEUROS;AGROEUROS;DERIVADOS DE CANNABIS MEDICINAL CBD, INFRAESTRUCTURA DE INVERNADERO Y ASESORIA EN PROYECTOS AGRICOLAS.;315-5603510;MEDELLIN;enigma-accesorios@hotmail.com;AGROEUROS;http://www.enigmajoyeria.com;Pabellón: 06, Nivel: 02, Stand: 109
STIHL;;;571-3603888;BOGOTA D.C.;nicholsonferreteria@hotmail.com;STIHLEn STIHL llevamos más de 90 años ayudando al crecimiento de las personas y de su labor. Por eso fabricamos las herramientas perfectas para cada ocasión, ya sea un largo día internado en la naturaleza o un trabajo casual del hogar. Estamos convencidos de que cuando cuentas con grandes aliados y equipos de calidad puedes crecer con mucha más fuerza.STIHL la fuerza para crecer;http://www.ferreterianicholson.co;Pabellón: 03, Nivel: 01, Stand: 514
SOMBREROS DON SAMUEL;SOMBREROS DON SAMUEL;PRODCUCCIÓN Y/O  COERCIALIIZACIÓN DE SOMBREROS, PONCHOS, CARRIELES, CAMISAS GUAYABERAS 	;310-5405367;MANIZALES;jsh985@hotmail.com;SOMBREROS DON SAMUEL;http://;Pabellón: 08, Nivel: 01, Stand: 302
MAS ORDEÑOS SAS;MAS ORDEÑOS SAS;EQUIPOS DE ORDEÑOS Y ESTRUCTURAS PARA ORDEÑOS ;571-8265076;FUNZA;mantenimientosordenos@gmail.com;MAS ORDEÑOS SAS;http://;Pabellón: 03, Nivel: 01, Stand: 128
COLIBRI HONEY BEE;COLIBRI HONEY BEE;miel y productos apícolas de la Sierra nevada de Santa Marta y de la Serrania del Cocuy;313-5268002;BOGOTA D.C.;Colibrihoneybee@gmail.com;COLIBRI HONEY BEE;http://;Pabellón: 06, Nivel: 01, Stand: 104
MARROQUINERIA DE COLOMBIA JR;MARROQUINERIA DE COLOMBIA JR;CORREAS, BILLETERAS, MONEDEROS TALLADOS,CHAQUETAS, RUANAS EN CUERO, CHAMARRAS,BOTAS,CALZDO EN CUERO, RAMAL, RIENDAS, SILLAS DE MONTAR;574-3879784;ENVIGADO;marroquineria-jr@hotmail.com;MARROQUINERIA DE COLOMBIA JR;http://;Pabellón: 08, Nivel: 01, Stand: 118
ROYAL PLUS TECHNOLOGIES S.A.S;;EQUIPOS DE BIOTECNOLOGIA PARA APLICACION EN MEDICINA VETERINARIA, PRODUCTOS DE INSEMINACION (ECOGRAFIA,RADIOLOGIA, LABORATORIO);571-8003401;BOGOTA D.C.;subgerente@royalplus.com.co;ROYAL PLUS TECHNOLOGIES S.A.S;http://;Pabellón: 03, Nivel: 02, Stand: 425
SAENZ FETY S.A.S.;;HORTALIZAS (TOMATES FRESCOS);571-6740055;BOGOTA D.C.;mslosada@saenzfety.com;SAENZ FETY S.A.S.Sáenz Fety es una compañía colombiana dedicada a la trasformación del agro en Colombia. Le apostó a que el país sea sostenible en pro de la reactivación económica, con un proyecto llamado AHORA*. Consiste en encontrar una respuesta sobre cómo alimentar al mundo sin dañar el planeta, por medio de cultivos, comercio y alimentación saludable que se traducen en una cadena feliz. Y por esto, trajo a Colombia un contenedor capaz de producir cultivos sanos, una excusa perfecta para reunir a todos los sectores y hablarle a la sociedad que es hora de sembrar local y comprar consciente.;http://www.saenzfety.com;Pabellón: ALB, Nivel: 01, Stand: 78
SAN FERMIN;SAN FERMIN;SILLA Y ACCESORIOS PARA MONTAR A CABALLO Y TODO LO RELACIONADO CON LA TALABARTERIA.;574-4482110;MEDELLIN;sanfermin@une.net.co;SAN FERMIN;http://www.talabarteriasanfermin.com;Pabellón: 08, Nivel: 01, Stand: 218
TALABARTERIA Y SOMBREROS DON LIBA;TALABARTERIA Y SOMBREROS DON LIBA;PARA ESTE AGRO EXPO LLEGAREMOS A COMERCIALIZAR SOMBREROS, ACCESORIOS EQUINOS Y GANADEROS Y ARTESANIAS PROPIAS DE NUESTRA REGION CARIBE Y DEL PAÍS.;575312-8979414;TURBACO;sanchezdehoyoslibardomanuel@gmail.com;TALABARTERIA Y SOMBREROS DON LIBA;http://;Pabellón: 08, Nivel: 01, Stand: 6
IAGROS;IAGROS;;571-8260858;FUNZA;alejandro.pecuario@gmail.com;IAGROS;http://;Pabellón: 03, Nivel: 01, Stand: 440
SARMIENTO GARCIA BIBIANA;;PRENDAS Y ACCESORIOS PARA MASCOTAS;;BOGOTA D.C.;bibi_arte@hotmail.com;SARMIENTO GARCIA BIBIANAropa personalizada y a la medida para mascotas;http://;Pabellón: 06, Nivel: 01, Stand: C102
SAVAKE COLOMBIA S.A.S.;;COMERCIALIZACION DE MAQUINARIA AGRICOLA Y FERRETERA CÓMO TALADROS, MOTOSIERRAS, GUADAÑAS, AHOYADORES, CORTACESPED, COMPRESORES, EMERILES, PULIDORAS, BOMBAS, GENERADORES, FUMIGADORAS ;571-5188181;BOGOTA D.C.;savakecolombia@savake.com.co;"SAVAKE COLOMBIA S.A.S.Somos una empresa colombiana, propiedad de un sólido grupo internacional con una larga trayectoria produciendo, importando y comercializando equipos a combustión, herramientas eléctricas y manuales; representando las marcas más importantes a nivel mundial para los sectores agrícola, construcción, ferretero e industria.Producimos y comercializamos equipos y productos con los más altos estándares de calidad a excelentes precios. Encuentra en Savake Colombia todo lo que necesites.";http://www.savake.com.co;Pabellón: 03, Nivel: 01, Stand: 602
AROMAS Y COLORES;AROMAS Y COLORES;LINEA DE HUMIDIFICADORES O DIFUSORES DE AROMAS;310-5524518;BOGOTA D.C.;vivianaseguraprieto@gmail.com;AROMAS Y COLORES;http://;Pabellón: 06, Nivel: 01, Stand: 214
ANDSEG;ANDSEG;PRODUCTO NATURAL SABILA, DIFUSORES DE AROMAS EN IMITACION MADERA, AFILADORES, LAMPARAS Y LINTERNAS RECARGABLES Y HERRAMIENTAS VARIAS;571-2241089;BOGOTA D.C.;comerandseg@hotmail.com;ANDSEG;http://;Pabellón: 06, Nivel: 01, Stand: 640
SERVICIOS DE MERCADOTECNIA S.A. DE C.V.;SERVICIOS DE MERCADOTECNIA S.A. DE C.V.;POMEGRANATE INDUSTRY SEMINARS;52777-3118533;CUERNAVACA;marco.albarran@imalinx.com;SERVICIOS DE MERCADOTECNIA S.A. DE C.V.;http://www.imalinx.com/es/;Pabellón: 06, Nivel: 02, Stand: 105
SOMBREROS FERRAN;SOMBREROS FERRAN;SOMBREROS, PONCHOS, RUANAS, RIENDAS Y APEROS;320-7055341;LA UNION;ferransilva1980@gmail.com;SOMBREROS FERRAN;http://;Pabellón: 08, Nivel: 01, Stand: 127
PROBOTS;PROBOTS;SERVICIOS DE SOFTWARE PARA MANEJO Y GERENCIA DE INFORMACIÓN PARA EL CAMPO COLOMBIANO;601-5035913;BOGOTA D.C.;development@probots.org;PROBOTS;http://www.probots.org;Pabellón: 06, Nivel: 01, Stand: 349
AGENCIA NACIONAL DE TIERRAS;AGENCIA NACIONAL DE TIERRAS;AGENCIA ESTATAL DE NATURALEZA ESPECIAL, DEL SECTOR DESCENTRALIZADO DE LA RAMA EJECUTIVA DE ORDEN NACIONAL;601-6352767;BOGOTA D.C.;mdiaz@sintonizarmedios.com;AGENCIA NACIONAL DE TIERRAS;http://;Pabellón: 03, Nivel: 01, Stand: 429
SOAGRO;SOAGRO;SELECTOR DE ARVENSES, SALADERO INTELIGENTE, ARO PROTECTOR PARA GUADAÑA, ARIETES HIDRÁULICOS, BASTÓN ABONADOR, RECOLECTOR DE FRUTAS DE ÁRBOL, RECOLECTOR DE FRUTAS DE PISO, RUANA PARA PLATEO, EMPALMADOR DE ALAMBRE, LENGÜETA RECOLECTORA DE CAFÉ, MATRACA, SEMBRADOR DE PASTO, TODO ESTO EN TODOS SUS TAMAÑOS Y PRESENTACIONES;312-6502153;MANIZALES;efi@soagro.net;SOAGRO;http://www.soagro.net;Pabellón: 06, Nivel: 01, Stand: 331
SOLBAÑOS S.A.S.;SOLBAÑOS S.A.S.;Unidades sanitarias portatiles V.I.P. piezas en fibra de vidrio energia solar, congeladores, entre otros.;571-4029644;BOGOTA D.C.;solbolanos2011@gmail.com;SOLBAÑOS S.A.S.;http://www.solbanossas.com;Pabellón: 03, Nivel: 02, Stand: 436
SOLBAÑOS S.A.S.;SOLBAÑOS S.A.S.;Unidades sanitarias portatiles V.I.P. piezas en fibra de vidrio energia solar, congeladores, entre otros.;571-4029644;BOGOTA D.C.;solbolanos2011@gmail.com;SOLBAÑOS S.A.S.;http://www.solbanossas.com;Pabellón: 03, Nivel: 01, Stand: 428
SOLUCIONES YMB SAS;SOLUCIONES YMB SAS;;;BOGOTA D.C.;gerenciaymb@gmail.com;SOLUCIONES YMB SAS;http://;Pabellón: 03, Nivel: 01, Stand: 108
SOLUCIONES YMB SAS;SOLUCIONES YMB SAS;MAQUINARIA PARA AGROINDUSTRIA;;BOGOTA D.C.;gerenciaymb@gmail.com;SOLUCIONES YMB SAS;http://;Pabellón: 03, Nivel: 01, Stand: 207
SOMOS TRES S.A.S;SOMOS TRES S.A.S;Agencia BTL ;318-8702326;BOGOTA D.C.;proyectos@somostres.com.co;SOMOS TRES S.A.S;http://www.somostres.com.co;Pabellón: 11-16, Nivel: 01, Stand: 110
TOVALNI - Articulos en Cuero;TOVALNI - Articulos en Cuero;MALETAS, MALETINES, BOLSOS, BILLETERAS, CINTURONES, SOMBREROS, CHAQUETAS, RUANAS, CHALES, PONCHOS,  MOCHILAS, MORRALES, MONEDEROS, PIELES, LINEA DE VIAJE Y MARROQUINERIA EN GENERAL.;571-2394937;BOGOTA D.C.;tovalini@hotmail.com;TOVALNI - Articulos en Cuero;http://;Pabellón: 08, Nivel: 01, Stand: 112
Ssangyong;Ssangyong;Camionetas 4x4;572-4851616;CALI;juan.mancera@ssangyong.com.co;Ssangyong;http://www.ssangyong.com.co;Pabellón: 06, Nivel: 01, Stand: 319
STEAK AND BEER;STEAK AND BEER;ASADORES TIPO BARRIL Y TODO TIPO DE ACCESORIOS PARA LOS MISMO;318-3989256;MEDELLIN;barrilessteakandbeer@gmail.com;STEAK AND BEER;http://www.barrilessteakandbeer.com;Pabellón: 06, Nivel: 02, Stand: 131
